estimated_duration_hours,difficulty_score,priority_score,task_type_score,subject_has_events,hours_until_next_subject_event,day_load_score,free_hours_today,days_until_deadline,recommended_deadline_hours,data_source
2,2,3,4,1,18,20,6,7,16,synthetic
1.5,3,2,2,1,36,45,3,7,34,synthetic
1,1,4,2,1,72,26,6,4,38,synthetic
5,4,4,1,0,0,97,3,3,48,synthetic
2,2,4,3,0,0,38,3,2,24,synthetic
0.5,3,4,5,0,0,40,7,14,61.0,synthetic
4,1,4,1,0,0,47,1,10,55,synthetic
0.5,5,4,5,1,6,70,2,5,18,synthetic
4,2,3,3,0,0,4,7,5,68,synthetic
1.5,4,4,2,0,0,29,4,3,48,synthetic
5,5,1,1,1,6,50,2,5,12,synthetic
1.5,2,4,4,1,12,88,4,2,22,synthetic
5,3,4,5,0,0,14,7,10,79,synthetic
2,1,1,3,0,0,84,4,7,78,synthetic
6,4,2,3,1,12,71,2,14,24,synthetic
1.5,3,4,3,1,12,12,3,14,10,synthetic
1,1,1,3,1,72,51,6,1,24,synthetic
6,2,4,4,1,72,99,1,1,24,synthetic
6,1,3,2,1,6,81,1,3,24,synthetic
2,4,1,3,0,0,23,4,5,90,synthetic
1.5,2,1,4,0,0,66,2,3,48,synthetic
2,3,3,4,1,6,52,2,4,12,synthetic
0.5,3,4,1,0,0,76,5,4,48,synthetic
0.5,5,2,1,0,0,56,7,14,85.0,synthetic
0.5,5,4,1,1,24,20,6,3,22,synthetic
1.5,5,4,1,0,0,76,4,2,24,synthetic
1,2,4,4,0,0,38,1,14,60,synthetic
1,2,1,2,0,0,80,2,4,48,synthetic
5,1,1,4,0,0,12,1,1,24,synthetic
1,5,1,2,0,0,85,2,10,111,synthetic
1.5,5,4,2,0,0,81,2,10,92.0,synthetic
0.5,3,2,5,1,24,25,3,1,22,synthetic
4,2,1,2,1,6,43,3,1,4,synthetic
1,3,4,5,1,12,47,4,7,10,synthetic
6,1,4,5,1,72,6,6,10,67,synthetic
1.5,2,4,4,0,0,95,2,14,74.0,synthetic
2,4,4,2,1,6,47,1,14,12,synthetic
1.5,3,1,1,0,0,98,6,10,86.0,synthetic
4,4,2,1,0,0,83,5,10,97,synthetic
0.5,4,1,1,0,0,2,1,4,48,synthetic
4,2,2,4,1,72,13,4,14,70,synthetic
5,1,4,5,1,12,42,7,14,10,synthetic
3,1,2,1,0,0,13,6,14,57,synthetic
1.5,1,3,1,1,12,100,2,3,30,synthetic
0.5,2,3,5,0,0,81,4,2,24,synthetic
1,2,2,4,0,0,17,4,14,66,synthetic
5,5,1,5,0,0,85,2,3,48,synthetic
2,2,3,2,0,0,23,1,10,65,synthetic
0.5,3,4,1,0,0,46,2,3,48,synthetic
3,4,2,2,0,0,4,7,4,48,synthetic
1.5,1,4,4,1,48,21,7,14,46.0,synthetic
6,4,2,5,0,0,82,3,7,117,synthetic
6,4,3,3,1,6,79,1,10,24,synthetic
2,4,4,2,1,72,5,6,5,66,synthetic
1.5,4,4,4,0,0,86,2,4,48,synthetic
3,2,1,1,0,0,72,2,14,86,synthetic
2,4,1,4,0,0,55,3,1,24,synthetic
4,3,3,3,0,0,9,7,10,76,synthetic
2,3,3,2,1,6,54,6,10,4,synthetic
1,3,4,1,1,72,84,4,7,63,synthetic
3,5,3,4,1,12,5,6,4,10,synthetic
5,4,1,3,0,0,51,7,4,48,synthetic
0.5,2,2,4,0,0,98,6,7,76.0,synthetic
6,3,3,4,0,0,29,4,4,48,synthetic
5,2,3,2,0,0,81,2,10,89,synthetic
6,1,3,3,1,18,61,3,7,22,synthetic
5,4,3,2,0,0,44,1,3,48,synthetic
6,4,2,1,0,0,32,3,5,93,synthetic
6,3,2,2,0,0,96,3,10,100,synthetic
5,1,4,2,1,18,83,6,7,28,synthetic
4,3,1,5,1,18,18,2,4,24,synthetic
2,1,4,1,0,0,30,1,1,24,synthetic
6,2,4,5,0,0,83,1,10,95,synthetic
0.5,3,1,1,0,0,15,6,4,48,synthetic
2,3,3,4,0,0,98,6,1,24,synthetic
6,1,3,4,1,72,63,3,7,76,synthetic
5,1,3,3,1,72,26,4,7,64,synthetic
4,5,2,4,0,0,7,1,3,48,synthetic
4,4,2,3,1,18,31,1,4,24,synthetic
1,5,3,1,0,0,98,3,7,86,synthetic
3,2,3,5,1,48,81,7,7,58,synthetic
2,4,4,4,1,72,59,2,1,24,synthetic
3,1,2,2,1,12,76,2,4,30,synthetic
5,2,4,4,1,72,57,6,7,74,synthetic
2,3,2,3,1,48,59,3,14,52,synthetic
6,4,2,2,0,0,42,3,7,96,synthetic
2,5,1,1,0,0,87,1,14,112,synthetic
2,1,1,4,0,0,19,2,7,77,synthetic
2,2,3,3,1,48,15,4,4,46,synthetic
1.5,2,1,1,0,0,6,4,14,66.0,synthetic
6,3,3,4,1,18,86,2,10,36,synthetic
0.5,4,4,3,0,0,80,6,2,24,synthetic
0.5,3,2,5,1,72,7,6,3,48,synthetic
2,2,4,1,1,36,42,4,2,24,synthetic
0.5,2,1,1,0,0,27,2,1,24,synthetic
2,2,1,1,1,48,96,3,14,58,synthetic
0.5,5,1,2,1,24,1,7,7,22,synthetic
1,4,2,2,0,0,66,6,7,82,synthetic
1,1,4,5,1,6,14,1,5,12,synthetic
5,3,1,2,1,24,99,5,3,34,synthetic
5,5,3,3,0,0,37,7,3,48,synthetic
6,1,4,2,0,0,88,7,2,24,synthetic
3,5,2,4,1,72,89,7,3,48,synthetic
2,4,4,5,0,0,33,7,2,24,synthetic
1,2,4,2,1,6,79,4,1,16,synthetic
2,4,4,5,0,0,56,6,10,81,synthetic
1.5,5,4,1,1,18,32,4,2,16,synthetic
4,2,2,1,1,72,71,1,14,83,synthetic
0.5,3,1,1,1,36,91,1,4,48,synthetic
6,2,2,1,1,72,86,7,3,48,synthetic
4,3,3,2,0,0,64,3,14,79,synthetic
4,2,1,1,0,0,77,1,3,48,synthetic
4,3,1,3,0,0,58,1,10,104,synthetic
4,1,3,5,1,48,100,4,2,24,synthetic
0.5,2,1,5,0,0,76,6,4,48,synthetic
1,4,3,1,0,0,25,3,2,24,synthetic
0.5,1,2,4,1,24,48,6,10,22,synthetic
0.5,3,4,3,1,18,73,1,3,30,synthetic
0.5,2,2,1,0,0,43,2,10,63.0,synthetic
2,2,4,3,1,48,69,7,5,52,synthetic
3,2,2,3,1,18,50,4,2,16,synthetic
0.5,2,3,1,1,6,3,5,3,4,synthetic
5,5,1,3,1,36,11,7,7,34,synthetic
3,4,3,4,1,6,32,3,1,4,synthetic
2,5,3,2,1,48,1,6,3,46,synthetic
0.5,1,3,1,1,36,16,2,2,24,synthetic
4,1,2,1,1,6,90,4,10,16,synthetic
3,3,3,1,0,0,50,4,3,48,synthetic
1.5,2,4,3,1,18,37,3,10,16,synthetic
0.5,1,2,1,1,72,64,2,1,24,synthetic
5,2,4,5,1,18,74,5,4,22,synthetic
1,1,2,3,0,0,75,5,3,48,synthetic
3,3,4,4,0,0,49,7,10,68,synthetic
4,3,1,1,1,48,14,1,1,24,synthetic
0.5,5,3,4,1,36,25,6,7,34,synthetic
3,1,3,5,0,0,72,3,7,68,synthetic
2,2,1,4,1,6,97,4,3,16,synthetic
6,2,2,2,1,18,85,5,7,28,synthetic
5,4,3,1,0,0,54,4,1,24,synthetic
3,3,4,1,1,36,2,7,3,34,synthetic
6,1,2,4,1,48,73,2,5,60,synthetic
5,1,4,1,0,0,96,6,10,63,synthetic
0.5,4,4,2,1,18,15,4,1,16,synthetic
4,1,2,5,1,12,19,5,5,10,synthetic
5,1,3,1,0,0,39,4,14,58,synthetic
1,2,3,5,0,0,58,6,4,48,synthetic
1.5,4,1,4,0,0,11,7,2,24,synthetic
1.5,2,2,2,0,0,13,1,14,70.0,synthetic
6,1,4,4,1,24,3,1,2,24,synthetic
1.5,3,3,2,0,0,59,1,4,48,synthetic
0.5,5,1,5,1,36,71,2,2,24,synthetic
1.5,4,1,5,1,24,97,1,5,42,synthetic
1,1,1,2,0,0,99,5,10,71,synthetic
4,5,2,1,1,24,53,4,3,22,synthetic
6,2,3,3,1,72,33,4,3,48,synthetic
4,5,3,4,1,6,87,5,14,16,synthetic
2,1,3,2,1,12,44,6,10,10,synthetic
5,1,4,2,1,12,7,5,1,10,synthetic
0.5,5,3,3,0,0,82,2,2,24,synthetic
6,1,2,1,0,0,25,2,3,48,synthetic
5,3,1,5,0,0,71,2,5,114,synthetic
4,4,2,5,0,0,56,7,2,24,synthetic
1,5,3,4,0,0,83,1,7,103,synthetic
0.5,2,2,3,1,36,34,2,2,24,synthetic
1.5,1,1,1,0,0,5,1,7,66.0,synthetic
0.5,1,2,1,0,0,80,7,14,59.0,synthetic
1,2,1,3,1,48,16,3,2,24,synthetic
3,3,3,1,1,12,79,4,5,22,synthetic
1,1,2,5,0,0,35,2,10,69,synthetic
4,3,1,5,0,0,38,1,14,104,synthetic
3,1,1,5,1,12,74,1,1,24,synthetic
0.5,3,4,5,1,24,41,4,14,22,synthetic
2,2,2,5,1,48,69,6,2,24,synthetic
3,4,2,4,1,12,40,4,5,10,synthetic
2,5,1,5,1,6,85,5,4,16,synthetic
2,2,2,2,1,6,13,5,1,4,synthetic
4,3,2,2,0,0,73,2,4,48,synthetic
1,2,1,1,1,72,93,5,1,24,synthetic
5,3,3,1,0,0,82,2,10,94,synthetic
4,4,3,1,1,72,92,3,7,82,synthetic
4,3,4,1,1,6,66,3,10,10,synthetic
5,5,3,4,0,0,74,7,5,105,synthetic
3,4,3,4,0,0,99,1,4,48,synthetic
2,3,3,2,1,48,2,7,1,24,synthetic
0.5,4,3,2,0,0,56,7,2,24,synthetic
2,1,1,5,1,24,21,7,2,22,synthetic
1,4,3,2,0,0,97,4,14,81,synthetic
3,1,3,3,1,6,13,4,1,4,synthetic
3,3,3,1,1,72,44,7,1,24,synthetic
1.5,4,4,5,1,48,9,6,5,46,synthetic
6,1,2,1,0,0,22,2,7,77,synthetic
0.5,1,2,1,1,48,0,1,1,24,synthetic
6,4,1,3,0,0,57,6,14,112,synthetic
1,1,2,1,0,0,47,1,7,57,synthetic
5,1,1,5,0,0,74,3,2,24,synthetic
1,5,4,5,0,0,2,5,14,79,synthetic
1,3,3,3,1,6,55,3,10,4,synthetic
2,2,1,1,0,0,3,5,5,68,synthetic
4,4,3,1,0,0,9,2,7,86,synthetic
1,5,2,4,0,0,3,6,14,90,synthetic
6,1,3,2,1,12,33,5,4,10,synthetic
0.5,2,2,1,1,18,82,2,2,24,synthetic
1,1,2,4,1,72,55,4,14,58,synthetic
6,2,1,4,1,36,27,7,3,34,synthetic
1.5,1,2,1,1,24,88,1,5,42,synthetic
1,4,2,4,0,0,21,7,3,48,synthetic
1,5,1,1,1,48,94,3,1,24,synthetic
1.5,3,1,5,1,36,68,6,7,40,synthetic
1.5,2,4,2,1,72,10,3,14,48.0,synthetic
2,2,2,2,1,36,11,6,4,34,synthetic
6,3,1,3,1,48,74,1,10,60,synthetic
1,4,2,1,1,72,55,7,7,70,synthetic
3,4,4,4,1,12,53,6,10,10,synthetic
3,5,4,2,0,0,62,1,5,92,synthetic
1.5,1,1,3,1,36,26,6,3,34,synthetic
6,3,1,3,0,0,60,4,5,104,synthetic
5,1,1,5,1,6,57,1,14,18,synthetic
6,2,2,3,1,18,96,5,5,28,synthetic
0.5,1,4,5,1,18,39,3,10,16,synthetic
6,3,4,2,0,0,43,1,10,82,synthetic
3,3,2,5,1,24,98,5,5,34,synthetic
0.5,2,1,3,1,6,46,5,4,4,synthetic
4,2,1,4,1,48,34,4,7,46,synthetic
1.5,3,2,3,1,48,59,6,5,52,synthetic
1.5,4,1,1,1,18,100,1,5,36,synthetic
1,2,1,2,1,12,93,1,4,30,synthetic
3,1,4,2,1,36,47,4,2,24,synthetic
0.5,1,2,3,0,0,88,1,4,48,synthetic
4,3,1,2,0,0,4,2,1,24,synthetic
1,2,1,2,0,0,8,1,10,75,synthetic
4,4,1,5,0,0,44,6,2,24,synthetic
1.5,2,4,2,0,0,91,4,7,60.0,synthetic
1.5,2,4,4,0,0,21,5,7,54.0,synthetic
1,2,1,3,1,24,94,3,2,24,synthetic
0.5,4,3,5,0,0,33,7,5,76.0,synthetic
3,1,3,2,1,6,77,7,7,16,synthetic
1,2,3,3,0,0,63,5,2,24,synthetic
2,5,4,3,1,48,9,6,5,46,synthetic
2,4,3,3,1,48,85,2,4,48,synthetic
5,4,4,5,0,0,90,1,10,107,synthetic
2,5,1,4,0,0,59,1,7,115,synthetic
2,2,4,1,1,36,24,5,1,24,synthetic
2,3,1,1,1,36,0,2,14,42,synthetic
0.5,1,1,3,1,48,66,1,3,48,synthetic
1,4,3,1,1,12,62,7,2,16,synthetic
4,2,2,4,0,0,92,2,10,98,synthetic
4,2,2,3,0,0,92,2,10,95,synthetic
1,3,4,3,0,0,86,5,1,24,synthetic
3,3,1,5,0,0,19,5,2,24,synthetic
1,1,2,4,0,0,16,3,5,58,synthetic
1,4,3,4,0,0,13,4,5,75,synthetic
0.5,1,3,3,1,24,13,5,2,22,synthetic
6,1,3,3,1,36,51,4,3,34,synthetic
5,2,1,2,0,0,45,6,5,83,synthetic
4,2,4,4,1,6,55,1,3,12,synthetic
6,4,3,3,1,36,97,2,10,54,synthetic
5,5,3,2,1,12,12,2,5,18,synthetic
2,4,2,4,1,48,14,3,7,46,synthetic
4,5,3,3,1,18,3,4,4,16,synthetic
0.5,3,1,1,0,0,31,3,10,70.0,synthetic
3,2,4,2,1,48,72,3,5,52,synthetic
0.5,3,2,5,0,0,45,7,2,24,synthetic
1,2,3,5,1,48,69,4,3,48,synthetic
3,3,2,1,1,6,75,2,3,18,synthetic
4,5,3,1,1,48,58,5,10,52,synthetic
2,3,2,2,1,12,52,5,3,10,synthetic
4,5,4,4,0,0,42,4,5,88,synthetic
1,4,1,2,0,0,78,3,1,24,synthetic
4,5,1,2,0,0,0,7,14,103,synthetic
2,4,2,4,0,0,71,2,3,48,synthetic
6,4,1,2,1,6,68,7,7,10,synthetic
4,5,3,4,1,48,27,3,10,46,synthetic
2,1,3,1,0,0,29,5,5,46,synthetic
1,1,3,3,1,24,65,5,1,24,synthetic
1,4,3,4,1,6,21,7,3,4,synthetic
5,2,2,2,1,24,52,6,7,22,synthetic
4,2,3,4,1,36,91,6,14,46,synthetic
5,1,1,2,1,36,0,7,10,34,synthetic
0.5,5,4,2,0,0,28,6,14,68.0,synthetic
3,5,2,4,0,0,77,1,2,24,synthetic
0.5,5,3,5,1,36,11,5,7,34,synthetic
2,1,1,5,0,0,50,7,2,24,synthetic
2,2,1,1,0,0,3,4,14,68,synthetic
6,1,1,5,1,36,11,5,4,34,synthetic
4,1,4,5,1,18,26,4,4,16,synthetic
4,2,3,3,1,18,57,1,1,24,synthetic
5,4,3,3,0,0,92,5,7,100,synthetic
2,3,2,4,0,0,6,2,7,86,synthetic
6,2,1,1,1,24,27,5,4,22,synthetic
2,1,3,5,1,6,10,2,4,12,synthetic
0.5,2,2,2,1,18,0,4,4,16,synthetic
2,1,4,5,0,0,51,5,1,24,synthetic
1.5,5,4,5,0,0,9,3,1,24,synthetic
